,TG,TPO,DIO1,DIO2,TSHR,SLC5A5,SLC26A4,NKX2-1,FOXE1,PAX8,BRAF,RET,NRAS,HRAS,KRAS,PIK3CA,PTEN,TP53,AKT1,MAPK1,MAP2K1,CTNNB1,TERT,GALECTIN3,HBME1,CITED1,TFF3,KRT19,KRT7,KRT8,KRT18,PPARG,E-cadherin,CDH1,FN1,VIM,ZEB1,ZEB2,SNAI1,SNAI2,TWIST1,CDH2,PDCD1,CD274,PDCD1LG2,CTLA4,CD8A,PTPRC,MKI67,PCNA,TOP2A,CCNB1,CCND1,AURKA,VEGFA,VEGFB,KDR,FLT1,STAT3,IL6,SLC2A1,SLC2A3,HK1,HK2,BCL2,BAX,CASP3,CASP9
TCGA-THCA-011,10.283171122848591,11.621482955386012,8.94793326527366,10.41550296077921,10.257853608425823,11.182687651088257,9.683687148932778,11.603750874813885,9.293756267457217,9.168506997576724,7.001487578860188,7.055618304671796,6.990090298154786,8.451213224886041,8.636403398391884,7.043402965000419,6.834115541516617,7.877132445109123,7.058221564575223,8.006345454204409,7.66233841668104,6.287404708002215,8.73800416106405,8.936702138476416,7.009769047612491,7.189838752051212,7.728692312579924,7.76756543198962,8.026835418138264,9.10816363101308,7.35844221800476,6.861362204369237,6.396544617588378,6.9152559680464645,7.473498421700962,8.93564629081423,5.719841045136222,6.120803363441627,5.664772158183867,7.258669208581786,7.981655038454836,5.785341226145495,7.108448445985422,8.335328701655257,8.04551319170105,8.977365860588828,7.967142548260771,7.212566327370352,7.972523864553848,8.386962864466327,8.156385744957891,7.905819224885838,8.353339751671323,8.435436472356539,8.605727192830022,8.018967910071714,7.366305535746516,7.617370949146658,8.465207173206686,6.846451463210212,7.794938647098321,7.1853289501381115,7.522995858347854,8.52276149008584,7.6528792544159225,7.537149238524919,6.412115087216065,8.097002852821777
TCGA-THCA-012,10.832448611879576,8.44045835217408,9.052052517235271,10.161219353608638,12.151262486812232,10.267821221775115,8.770250883754043,11.291217046230553,9.041266597960005,8.203272076160319,7.852011560042666,7.098356620517911,6.68301374629543,8.066685157839483,7.695040571016959,7.048737095410617,6.475756481063284,8.197965862624116,8.020160942366928,7.420659308976494,8.977309596838133,6.643932186939078,6.279579863260209,6.946473544095005,7.463531186915602,7.694671559458153,7.307011153714936,7.781644317211438,6.498768460647645,8.655011683258607,7.434279057285945,8.393836665270502,7.774180277102163,7.865402575323027,7.955813824185763,7.858166848013852,6.496289096917984,7.257403057417617,5.947749941677099,6.449157390444286,5.659653478561899,6.961542231854987,6.958886158352584,8.940752346328653,7.467873639484525,6.3553799183055615,7.602483531928631,6.955158674020096,8.17251483919098,6.977900816558087,7.143053253428176,5.988367415243575,7.138154944600739,5.560896538696834,6.232877741211421,8.108331724915438,8.128640126920665,7.840366049427971,6.726419085496629,7.461830915086416,7.4971179687275455,6.573308248645966,8.702718641413721,8.201889832460537,7.323228660936269,7.521508671195624,7.666706246358042,5.866612105260567
TCGA-THCA-013,10.061351222925593,9.35775425026859,11.804295147824615,10.583190554810667,11.485882630896283,9.27402089336913,10.72795351692351,10.696702618550539,9.169833323224218,9.327912156352077,7.243722153444544,7.839332757121533,7.9182683904284,7.041039996849137,7.480516326191213,9.213816286889491,8.88203453608057,7.849058935739226,7.53040278253456,7.596025061374609,7.990814378184333,6.681765947841275,7.294098770061324,6.165132740897929,7.819378498084223,8.017756751762192,7.113450830160501,8.759189410632025,6.519387469598127,6.328500095832144,7.679561454847978,8.337678642089724,8.847142153166295,7.132892589704848,8.362944666745037,7.469193224399434,5.552813123837792,6.635291202281383,6.599570946476947,4.7977912291380935,7.202712657604937,7.115239754270915,6.999549838792376,7.816642826749927,7.895224149026191,7.708539012659125,7.0597558769236635,6.962701305649559,7.479556743206844,8.438183215407491,7.934880123675546,7.203508534331116,8.117358968518676,5.2211659034959395,8.419012560297682,6.10822897697752,7.210047246877494,6.604264084299085,6.464254819423275,8.428661429902816,7.125839038950486,7.777203105384572,7.462463536896653,7.8816326617784975,7.561457512848205,6.4736062206491445,8.297013455557712,7.10499473347095
TCGA-THCA-014,9.332400777472799,11.18702799494121,9.891325828390665,9.112727362434688,10.574193368257692,9.62131565554395,10.925198549017244,10.059145340744575,10.595785258720365,7.609703476835202,9.170699763824583,7.388328297475861,8.386546253390014,6.6680752582995755,7.990219124050055,6.657267549461075,7.000984831443356,9.031225083093428,7.347454079389323,7.673946298543778,8.196054184551004,7.8965455103780835,7.620335124114861,7.79196880197298,9.42273246819062,7.453904962373132,7.660879237371974,8.34052351680609,8.384420746366388,8.449624244448303,8.010984177623348,6.5855960698156135,8.806745225840878,6.582923685585049,7.742108372191226,6.896579319984514,5.7210107457895765,6.178652501051971,6.225825441174655,6.356314541758084,7.51715839190692,6.447029964271216,7.304674691767481,8.271269734630685,8.451576391139712,6.517913747890406,7.977920055879887,8.060938193848719,7.261949197312006,8.600565450649295,7.379955530373978,7.600461162777234,7.361542540572905,7.512463238065174,6.622979930483838,6.347959293924564,8.775604050579979,6.822430921345338,6.706886120434954,5.777287909117028,6.988830601848398,6.4415281652740015,8.813612128109096,8.307853671474108,6.949479723857821,9.301948644275447,8.285412389593276,7.240134893193102
TCGA-THCA-015,8.320995776110689,9.309358165183072,9.226168848408879,8.732141930698063,10.260808276818157,10.335654005973867,10.40009340090908,8.66036399790592,7.711429669458003,10.439645235314359,6.7140100851693525,7.3202934800023804,7.940041679219641,6.725324436109092,7.5843004049167675,6.432779604065436,7.018905884839029,7.755825547314029,6.225605013174665,7.852379790368319,7.484289760858655,7.941991963533718,7.679131307251729,8.591312343979075,7.600179602118326,7.156475567099798,7.597838002425827,7.93463842322911,7.539088056260564,7.532473352963106,6.9384066497545955,6.9696792659592415,6.377915782560245,8.899661394549552,6.504909411686972,6.945675841763274,5.056973489802655,7.078831807162915,5.262268541315066,6.872487955329174,5.672711057332428,6.239926053076354,6.831722357392194,9.216119302218711,6.54992126477639,7.747856568181622,8.007021504745678,7.831039277961199,7.351769872897833,7.396143440213259,7.5350491775832875,7.382398398697209,8.271103293435928,9.268418401273081,7.0540065719937335,6.404157616336738,7.429374361318996,9.563767470123455,6.857060345624215,8.811293444355254,8.842160651261153,7.057129406633605,7.9551864633482205,8.80271729850283,7.19669780721001,7.33713571191811,7.034655268841085,6.688194615445706
TCGA-THCA-016,9.841814158596824,10.360768678128032,11.196380210128943,9.872842051385165,10.028767223763758,9.61439147090099,9.485352879522095,8.608330901269149,8.604874714157717,10.337639696924287,8.373048096475415,7.987310496725741,6.6261497882619365,7.246873240244159,8.470478159983347,7.6133735309119235,9.355463631985355,7.814654271515497,7.653639293192025,7.252706828637999,7.606832723825826,7.3780241308955645,8.066486941350872,8.265361853435667,6.87120843159364,6.435013637153777,6.031035701517363,7.906393061530035,6.617306715060901,5.777687525638013,7.810862883624772,9.494399613946232,7.495143270768085,8.170792619561313,7.565463486838052,7.4208882774470855,6.851714231952584,5.716655497936433,6.165741656942563,6.256444438910787,5.3344461861616566,6.436439997193316,7.360032194643673,6.8954038724057245,7.929207874856322,6.78122561456717,7.5225449258953025,7.492704802684637,8.368716452665263,7.8797585863039625,7.479978433003885,8.15421303936023,8.61216603921385,7.94624824508149,7.508282095874704,6.450531014119872,6.647909069539702,7.255820236516266,7.012390238272573,7.350422957611643,7.545319939917686,7.923754203485385,7.443600977552727,7.889201315060961,7.5515795318480965,5.919626746916903,6.748531684944997,7.384729955422707
TCGA-THCA-017,10.987587194393862,9.894582797690619,7.635103976888365,11.211375993032037,8.935003603716204,9.954483817917481,9.328143792358778,8.312333528080796,10.202318222088646,10.643577796897018,7.038791679418624,5.4271661662840724,7.0630044413980135,7.813443204322037,6.316870744980697,7.646687935823325,7.487752120661604,7.963433199680871,7.595664294731322,6.721544847294756,8.457257201331593,7.373176341578424,7.478156368392055,6.753385632741443,7.145374199046792,6.792157828778479,7.361643152061261,8.869366784113875,6.402479085654915,6.209150881698607,8.676936261994888,7.332541058278507,6.964741809072066,8.33192374991686,7.015507568210508,8.96080777083755,6.651826515934281,5.86143377368514,8.039289328818713,6.1053350384101295,5.9768141586253485,6.570396574041698,8.54139303151904,8.749208957381482,7.525603319252613,6.897265703723053,7.8679777143512935,6.957827704198315,9.110709798021299,7.60922826486619,7.207742758950313,7.647744244691927,6.422298968376243,6.722708769191478,8.460331126355541,6.974484576822883,6.662471213854448,7.929322202021829,8.448563323730397,8.075162648532054,8.296838148644653,6.894563929144431,6.362551466606525,8.70106692156439,7.241856128926291,7.299333586835962,8.562555313479246,7.944984007520528
TCGA-THCA-018,10.85374888944958,10.382732475385435,10.757956621153012,10.948853244632028,11.077559328771116,9.257945190980582,8.957203187259717,9.724376731685163,9.215954787790698,10.559262436152357,7.892779961310601,8.087902228839853,8.03030501493393,8.43877908598826,7.644817246962965,6.462534441635323,7.8197503614021135,6.978914484966537,7.077106654600194,7.969091215004075,8.49062645714691,7.517017261388849,7.747066410079171,8.86177195570819,7.692602543590855,9.581346491344316,7.952407716505236,6.091389792675345,8.102673296883626,7.804926707906223,8.531802203266196,8.038545081015966,7.389235212812981,6.520561410968507,7.33278139417118,6.81958363663256,5.326665005919207,6.184271160965334,7.309401537593572,5.872478199541806,5.3858002846119035,6.413779972360028,8.457305189316521,7.012173676544494,7.392786266661666,7.511750555783357,6.8720813495342075,8.018624347075088,7.403241481113775,7.835625955125622,6.79000625775832,7.150033359741272,8.077905086262216,7.201733478326586,8.881571080986724,7.180291051508318,7.679747780601509,8.246072665498472,6.365307413653575,6.091352950415379,6.279474948343924,8.510067282741746,7.058513483286043,9.546559428534602,7.04860192107409,7.6476410425576296,8.7336879620543,9.104874310527299
TCGA-THCA-019,9.526826742133228,9.081089381055909,9.425944541836643,9.933441918217358,11.425168044758992,10.851202151275395,8.768871318175249,10.799760133525691,10.063031846095923,10.00875010429808,7.318812720920135,6.7324486106212165,7.202234579143157,8.370998895763348,9.007669044747686,8.734594822617751,7.108920462570981,6.604306053368791,7.612708997528963,6.085248507549719,7.758534171347825,7.381917930961065,7.127170798505406,6.224237546186563,7.910880085255773,7.073839328270471,6.564066531431769,5.202190229374681,7.477988075959491,8.917801277335796,8.829007371638296,7.134322994730983,7.018230351710575,7.875019404860019,6.7012916486493666,7.741433519855573,6.9345059263034345,7.8579517241558285,5.788908797568737,5.565880547532569,6.006493661257303,5.641414928181093,7.318816886478778,7.793892405452943,8.2308677009866,6.857456839455724,8.694150855167617,7.283101119165945,7.482906164521251,6.902230656681741,5.5606077917816465,8.20723631708884,8.089475117673947,7.274937954305429,7.5535925737798975,7.91275137416328,6.249963314490766,7.076757858122964,8.135411743697462,6.496568461464601,7.734846345733303,6.414734556301276,7.873143985946821,7.471486814162013,6.207894547275592,8.431791483565737,6.9123267385615605,6.851798050388496
TCGA-THCA-020,11.143820682084712,11.634562344619917,9.516983849992872,9.165210186402584,10.273992860368404,11.373267919419238,8.863762607115525,8.677234188772454,8.917926107732463,8.276132021143779,7.598136252795836,8.799742766775648,7.758463418492823,7.29811719829897,7.266550984867565,6.249447353042674,8.206487821717728,7.437730242389758,7.3556160691275,10.05448605427589,7.739002326692549,6.898567159923853,7.158913923035565,8.418756567357404,7.590616328430212,6.349377617346106,8.235383147660162,6.965484731568805,8.998638220974037,8.36403845257172,7.142142483472999,8.52481308938809,7.554284408421923,8.182218940097776,7.88778625383558,6.822914676007301,5.000547427305198,6.9206647948283315,5.367032178067118,5.220686413829667,4.93640866707613,6.468365346290183,9.150019935394516,6.645973668596581,7.519375565338207,8.629776444332343,7.436286887003428,7.861897436999787,6.650085177482496,7.842645677766119,7.350284587996361,8.28858399654389,8.449908841251801,9.571650913614892,7.963706538570861,7.760637053265733,7.655507441261869,7.217466965751449,7.770787074769353,7.263678871888777,7.6347687810156915,8.554078028486368,6.694765947776287,8.411902848903237,8.553692053871892,7.405545178407137,5.802516080793124,7.013742410324454
TCGA-THCA-021,10.41777488056866,10.481166561170838,7.925422364916279,10.598425085142736,8.729730325508445,10.034827062341023,9.383907461923776,10.347756997279749,9.657906039923068,9.769313294638208,7.969355041180219,7.120077074701981,8.197037837965794,6.423216255802601,7.601103663637129,9.051143199246628,6.69973494031554,6.957804023580119,7.911126279727132,7.643665425551679,7.780504079418847,7.891349704118131,8.007777174849416,8.387759873564978,7.82785492554281,7.306993876305166,8.038058960962186,9.019905547916172,7.393893002893941,6.720376556263487,8.385664535429578,7.403695068837122,5.761864363188771,8.177937341720337,7.071737451236862,7.427573374156672,5.7819007870586185,5.757925407748038,6.0755720948998135,5.428972656222558,6.387854546870388,6.272952401502017,8.091048384710003,7.992293987210442,6.751649038364324,8.368785692940026,7.071229243908761,8.146446238624916,7.793829850721073,8.970546941436098,7.321227214102518,7.220546563105442,7.484464315289814,7.25745617373258,8.13995352155364,6.206951513250729,6.657054064682916,6.645757662736646,8.26024607357886,8.868490698065541,7.416440625170023,7.364942621447992,7.556041730490545,8.429502642086552,6.758117492647541,7.690695186187828,8.280158103825944,7.900875335951876
TCGA-THCA-022,10.279718326452663,9.468964806347959,11.430535486678032,10.04004311265718,9.526700741767257,10.495468153720637,9.518266961775733,10.751982403708332,8.937611754892973,8.714761441440974,6.906023531441561,6.443981991023435,7.010584727275772,7.47037056236127,7.156558220386192,6.9460632161009155,6.374946029062533,7.433515541897044,6.296223700775198,8.108044770951683,7.565951802347603,6.333958800428055,7.252632738360109,6.898274875527534,7.755339608335344,8.572360356818516,5.999862024283404,7.592020863317933,7.371893763546687,8.037072061160373,7.670557302590152,6.898424534608945,7.244756851466706,6.863179314557208,8.360805710878878,7.517049318937554,7.685570020924694,5.9236178786059694,5.38531766887241,5.097331028187526,4.1777759067358335,4.992543700059958,7.713701320809187,7.906980018583947,6.235047438374293,8.216030651260892,7.113551158653248,7.61743440958844,8.78977650260434,8.217471452692426,7.285175481675334,6.78704621966777,5.778547678936556,6.924677344606064,7.331095808937844,6.710256378279053,7.394994426326156,7.561481506367015,7.320115214553537,6.979997935341232,7.6349237375733825,7.853552519655527,6.627680738045723,8.628745903797016,7.4211294941725905,7.515079698355878,8.066571538605245,7.686572905010801
TCGA-THCA-023,10.38167388446727,10.03133169037179,9.398946242832562,11.184203425239046,8.055440629406922,11.109278466946769,9.764094341564478,9.083127264794259,11.65101357492645,8.840270492527626,7.730954903423886,7.708257471016976,7.392553006823562,8.148646618527826,8.13479097644177,6.101174421409455,8.543472194302522,6.17000640957146,8.326036963473326,8.401364109462067,6.627226855827841,7.171348569636332,6.615436265211251,7.328063175769012,7.253572572651407,8.123728425815472,8.548246996895687,8.616547048631965,7.050265578737358,7.332622501004378,6.153249446223239,6.855303946803049,8.271881306477965,8.792466258838585,6.512520902496062,7.026028592677685,6.737961651256757,6.309930193619719,5.0220292935631115,5.751744599305094,5.989793400678993,5.83942841632642,7.93702739840296,7.50513781584875,7.150891287578745,7.412312156859335,7.429309632635732,7.203991176094298,7.292963149866318,8.778917736403773,7.948735558352991,7.263615745576672,8.05756352360859,7.232944408195192,8.438499710069314,7.795713753758475,7.414158284796617,7.858173540648222,6.243299078345201,6.598586024872156,6.544859994880755,7.614354475810965,8.886011999588074,9.285040116954105,8.010440881152606,7.900675579955566,6.059153812677809,7.065860960212783
