,TG,TPO,DIO1,DIO2,TSHR,SLC5A5,SLC26A4,NKX2-1,TTF1,FOXE1,PAX8,HNF1A,HNF1B,THRB,BRAF,RET,NRAS,HRAS,KRAS,PIK3CA,PTEN,TP53,TERT,AKT1,MAPK1,MAP2K1,NIS,GALECTIN3,HBME1,CITED1,TFF3,KRT19,KRT7,FN1,VIM,ZEB1,ZEB2,SNAI1,SNAI2,TWIST1,PD1,PDL1,PDL2,CTLA4,CD8A,CD45,MKI67,PCNA,TOP2A,CCNB1,CCND1,VEGFA,VEGFB,KDR,FLT1,STAT3,NFKB1,IL6,CXCL8,PPARG,CDH1,Subtype,Source
10,2.9031667739729703,3.1091423730400374,3.222129799490534,3.367635040933352,3.4753316858073124,3.2513329842456637,3.254106587936409,3.16909179112718,3.0242167654778185,2.8672189364110503,2.9809912719190548,3.034913301352082,3.0240479085810135,3.2600953335747156,2.7171887257303915,3.5787664362376472,3.127629458612814,3.049152261700204,2.7468423016583765,3.1779918888819543,2.835225442837244,3.032632447465629,3.5656126271576087,2.9737784293604945,3.281536538943963,2.796023585536485,2.9905042453081876,3.413621288848446,2.819576104188214,3.42205438034566,3.179770250810042,2.839213834996999,3.161663863294215,3.241661997350789,3.1590987240570394,2.496887430789734,2.7885383511569186,2.9314413989541803,2.979723538129126,3.1588230382369535,3.047285616046508,2.5842369942448373,3.099345163565825,3.1563769756702733,3.1439950701078234,3.2662125094319507,3.2095911140982,3.1191519803747316,2.9808938433756023,2.461674864518678,3.1117703921599715,3.055114340801547,3.071654266769617,2.6052281328347853,2.6731980098158026,3.25998488644987,2.989260244841658,3.1734874299128752,3.0076400062502535,3.0080268228744007,3.2337999912841293,Normal,GSE33630
11,3.694328157857502,3.0023161523425292,3.4610661019431106,3.5639189142293506,3.487695049190748,3.7400302396072913,3.080424517674668,3.5070717087108956,3.751723745329666,3.2167168242494104,3.2861566444129107,3.5815971964678828,3.5471675028231906,2.851141349578281,2.8816097634407414,2.921688263749061,2.5809472440582235,2.727271821222418,2.6990604751390617,2.7757466719520103,2.9905869115305093,3.0620046088923245,3.36817477225868,2.7009876026936377,3.2443518231267783,2.9409215916383373,2.986557370108785,3.171884010941308,2.65899220490025,3.0999035700176365,3.044337864053044,3.127414860954619,3.0761747640707138,3.546332728326037,2.8162699733374033,2.8486989610063316,2.8207486170088187,2.8413259383955234,2.8163783826054805,3.290354331282551,3.340669986042697,2.8367079598212954,2.7552009369650716,3.1221961589589644,2.8423081863970805,3.1617905956689447,3.053873248671964,2.5176243744026108,3.3675468906607833,3.418704922397763,2.8239158239113444,2.8911173287082583,3.075326923116828,3.087748837373184,3.167970655390422,3.4614377737147644,2.9513227962523714,2.7660765321625487,2.56828051838342,2.7873499084211812,2.9910110319848893,Normal,GSE33630
12,3.5245215898869,3.5900555123394553,3.5737078893773386,3.4107673008537613,3.6805375197038694,3.6103301052002896,3.6007319892633465,3.4120264534588265,3.2445369179386487,3.3226426535150617,3.5277732065026517,3.103658412510986,3.4219081192966803,2.889471942425462,3.0077547485456817,3.3100023557529057,3.0507887455296108,3.012506963849848,2.575364564144925,3.1889357983223423,3.16482267833938,3.491196627827193,2.914245458893432,3.0580957431565565,3.0659299297653857,3.3738124339432662,2.973988971834084,3.0735687315755813,3.155724102591697,3.0496157282011094,2.873882000906494,3.051569608527002,3.264603628816365,2.6915848707128784,3.035527934104573,2.7969753588319533,3.2916875276557342,2.5148089440258192,2.8402854122011543,3.0985909927019515,3.371319933066189,2.9821036619218777,2.841409756246913,3.435859993933045,2.542995715915435,2.2332104309337644,3.114370635863235,2.8573677021789505,2.693353308806212,3.179914609409202,3.0644864474696316,2.838726332805655,2.6039629755742064,3.2185775323370818,3.165960445938038,2.9729198292200536,3.4289403829667897,2.6769156742341678,2.5139232981397726,2.7995303889997585,2.987615737844179,Normal,GSE33630
13,3.5687516833936916,3.6354383358130695,3.403752851751692,3.6643892626570556,3.254809767597353,3.7557602968381207,3.1583962965794656,2.8530273553687433,3.1469589421966253,3.117368251039111,3.4704800272981298,3.0495385577289893,3.2656946605132164,2.3689607617729203,2.8721472370824483,2.1257109405467802,2.4916339861934613,3.192292338479607,3.1982898733572735,3.1107284386515546,2.711392655662276,2.987035749171477,2.999025164733863,2.646727863071329,3.358269296484542,3.219717366100818,2.938954516457561,3.0072544925172533,3.0552953154642517,2.303750855916791,2.9315381990871283,2.802611719401867,2.6999002680119943,2.9218836874601757,3.4190709226931295,3.1637022879727486,2.8365768804781823,3.147123365865401,3.336145276039798,3.230656555333295,3.0160408247026935,2.8134415387103906,3.177492887093251,3.1026964366981495,3.2238534142793385,3.162332141700054,3.25917139283396,2.847425161968073,3.318474639454283,3.052485350356942,3.474162315249469,2.8003756776687316,3.4065292832104976,3.0525665163094597,2.812061344932036,2.8627828901951426,2.9106327130000516,3.11040482625774,3.1349196448897203,2.8358129368091003,2.9933968651605927,Normal,GSE33630
14,2.9377683170706046,3.1311946015053893,3.460732338542755,3.651872861535902,3.5332847301836448,3.4404022428309164,3.4657428882823,3.321398341601055,3.1245111217394057,3.476624949611218,3.3149540905754153,2.7705177040422035,3.6635525484919027,3.3320114101007943,2.8200065329940025,3.1032803043060357,3.127805811679106,3.068844585409849,2.842886791791916,2.805821748752439,2.993070874491332,3.2867471496211373,3.1400260714691557,2.896093269483926,3.1949613683453224,1.898086843269088,3.2814235630838335,2.4304001839683194,2.898467373402402,2.6600375859491923,2.598836288023939,3.284105457028105,2.867589749610208,3.0908120832001984,2.9872515733655076,3.123593570065014,3.020632488165158,2.603005913841527,3.2470768667538126,2.85984338145898,2.502108337248994,2.879279806216156,3.357712407336882,3.213399017665221,2.9024637390584287,2.9022884608922452,2.9102620638251575,3.4744518752139744,3.0997838498140955,3.1118763890807903,3.2548094609008134,3.063189473875266,2.9281688113580633,2.9458839360507048,2.980500289424697,2.9898958866795815,3.1845095068750395,3.0139836491352625,3.185701674820184,2.977998825668281,3.021115949254576,Normal,GSE33630
15,3.3721960321904203,3.4433745633433346,3.5575087375899037,3.4418208131984103,3.4039890012448937,3.3506334617016043,3.706635926148076,3.1569266483028704,3.209430580453822,3.481031339893957,3.567337356806598,3.553324098954116,3.273940285645198,2.6520258215448065,3.385451372623954,2.6508752634439112,3.079626125450764,2.7800131767549936,2.982545068399597,3.0862986455321373,3.0844105760501663,3.109842123741259,3.38136186067534,3.1177451459122167,2.932394783795824,3.239723505272562,3.2904547398645394,2.6225996822900726,3.153173022307103,3.1781981919367017,2.917174843995568,3.3310688774700754,2.958827203429829,3.0335753562219288,2.952406680371411,3.0042080722020006,2.6680254621512693,2.5459495141704935,3.377367777898504,2.750511746354291,2.7033026175432657,2.25396350605914,2.8158945444458983,2.5886523541530426,3.387227797554156,3.2501620556422903,2.8006979306777944,3.5082579667966267,3.2437678105815273,2.9093416564889223,2.0877654114743702,3.5155628289021275,2.5645345759985103,2.4677755673486956,3.2530597817459275,3.5434499304452376,3.332909714656464,3.1450030096353863,3.152529285637229,3.2141439797261677,3.1919404693131694,Normal,GSE33630
16,3.071005375132883,3.57630426800256,3.1112454121762636,3.361760392422517,3.398778617191434,3.203659023224995,3.33268326656978,2.7009043989240777,3.1350384793853596,3.4051084242688217,2.7017018326663105,3.4590378797140673,3.2750149176619816,3.142206729082863,3.0593329864726853,3.3285795251843666,3.033482338733695,2.878900236970433,3.0327085262116373,3.139951902474478,3.0131567344134456,3.0109386941446394,2.796392686639179,2.808518629933267,2.559759058365747,3.409304726902446,2.616876415624349,2.799220418255487,2.7912700364525715,3.223791141613313,2.9179234830853993,3.3032858530925253,2.8052437588954753,3.0735616975675546,2.754241761281083,3.4877080478457714,2.6365903716195436,3.081464232697063,3.1619949248580994,3.1078047942019884,2.9489873542056277,2.964448344787816,3.011802824313927,2.95967687724367,3.239675841341581,3.50026470233527,2.8407174727432305,2.5717485256949546,2.9759193799541266,3.569195037681906,2.76436487195062,3.3866282130445486,3.394589762260921,2.841896180673164,3.146243763838677,3.3844083541350587,2.8936162402992416,2.9438518542580723,2.8333918084149565,2.6955183810046224,2.812720759518719,Normal,GSE33630
17,3.2248115277198077,3.3846951918868755,3.536343492679927,3.4030984477482202,3.529993910996318,3.1939651647400935,3.1319693603917735,2.7886357181162613,3.21118623029649,2.9144288896986112,3.120463000234978,3.5992600822410976,3.554140147551081,3.1560255686533476,2.6693739806451076,2.9117658381031215,3.295671096863367,3.0378347057503037,3.5209243459975443,3.1026542280356,3.051036827554205,2.9138612398843877,3.0356786883797744,2.9581550733337405,3.1798554430543744,3.238030694632875,2.7699866063786214,2.5857198537689694,2.3911330860652953,3.1312580725763706,2.6656088158983344,2.2541901136808646,3.1014597949946063,3.5532989695003816,2.998356850757641,3.2106594475225005,3.021967183198133,2.9729987155183286,3.2293748440934733,2.9192615442422754,3.0705762600505078,3.084497469183975,2.806914692667072,3.246113669021005,2.9518787596269647,2.7795501763095265,3.138284460457582,2.733852803756828,3.0076030834192897,2.9975311516580807,3.267362506765825,3.123011795014808,2.9932141405218378,3.205806844927685,3.334183714086093,3.1435102303869686,3.002797724268936,2.5926951807531617,2.6785969292350273,2.9149783192934007,2.824916838433844,Normal,GSE33630
18,3.3572850263211946,3.650009523041866,3.4350072932367306,3.2204550086058075,3.18492912088641,3.4123076507886645,3.1025384839383023,3.2066696089064144,3.3232529405061757,3.33591496901212,3.3943610169056035,3.5587566046047594,3.3986149212095116,2.5292345179240328,2.059742308823546,3.2328878662091136,2.572812549430241,2.937881422458479,2.6426624050561056,2.4051835006670492,3.1395012713580526,3.1919941219771197,2.834960824317765,2.0403441941567397,2.8441110945112027,3.102272802758095,2.5314769458228437,3.0487662646765537,2.9958526488093375,3.1487612390385995,3.031989824150812,2.709378118777077,3.292024467213055,2.9564666542701405,2.9925950052725963,2.7224874595666027,2.87481203656692,2.738291383248533,2.9524418408778814,3.40157076991256,2.570984607905522,2.4801766710673263,3.3514524321522856,2.942235695157935,2.8066108956361355,3.256989042675287,2.8261064216151865,3.4247897102090583,3.1726297309342755,2.8615847975013957,3.490051786355814,2.8260760938208906,3.187948715077398,3.0787701600647033,3.315075191974527,3.3704805218962424,3.0086314207934697,2.7802834697301013,3.1193492398693277,2.8039351773822694,3.4620629061086685,Normal,GSE33630
19,3.098389197784336,3.603366288938809,3.355901684244098,3.422511045099525,3.6073184478657176,3.4940746013206896,3.3492485996548886,3.6270294532593774,3.1471215255131493,3.4371326550665744,3.2920876031521913,3.2417093787840376,3.532812339574512,3.131219649107715,3.1387234161452997,3.264350415828502,2.8977381964552174,2.753002324807737,2.685443742098774,2.3364162570832403,3.4704471503469767,2.665662785222523,2.9388728323035935,2.9231073445942886,3.0808469486683294,3.2053308591083933,3.215788888297585,2.832967733778142,2.9540692413930736,3.074483159660216,2.9311087597338106,3.380039289065371,3.1270492212008816,3.186233780041881,3.1690145183801532,3.2869123052637796,3.048154619811352,2.5980678875716117,3.104258136086127,2.8120801753158586,2.8494138542157854,3.150485919852,3.301210771165594,3.0057426302603463,3.081211701723309,3.3996253573150725,3.0636978947399425,3.573195714168746,3.14539450736458,2.4219250119751354,3.190616824621042,3.099587682761974,3.3124661113425953,3.1714906021748104,2.9620521883349564,2.623762153960976,2.9423202776577164,2.749366780615221,2.833743194476677,3.1510254889648217,3.392984584546398,Normal,GSE33630
20,3.6403546011841903,3.429131174599404,3.685031608952127,3.262950199788634,3.4687676126758067,3.51092313407852,2.9113747006657418,2.8563536969908707,2.968087459209818,3.503831984656317,3.0993584839099615,3.689109879405372,3.0426773272988283,3.0490777950264487,3.366415233264664,3.4606297818054803,3.471480830361595,3.2946280040143145,3.2533984249623855,3.1519871121585856,3.1965349097818585,2.8426211650730355,2.7597314490766522,2.999086902423858,2.9532136524241657,2.8718747737295915,3.1770536972915764,3.237710215529279,3.023718489434012,3.352800201263655,2.6524787688897424,2.9466393202157017,2.7917654289349394,2.3785657439415955,2.977459259267132,2.966684935349887,3.3603888056433373,3.161277837826826,2.6923646509727606,3.4304376779635115,3.2974189633315127,3.149445797265911,2.937395968842637,2.713880790118264,2.8956302612587073,3.268003576324611,3.43654558179573,3.3666530752738013,2.8613054825824342,2.6600555478108525,3.037615805532967,2.4188216673071112,3.084872419092233,2.959509801397094,2.868083260590171,2.4874723028379417,3.132642668835044,2.8481869972568026,2.6427303899701498,1.8842488501317451,2.9925378063107124,Normal,GSE33630
21,3.5554278811972195,3.4854815344694843,3.5228694736975954,3.183018420298295,3.734791515083625,3.3434006875071836,3.129086808506928,3.143850017303177,2.4671666606414355,3.5561494309681736,3.4783622351126615,3.1463860302022506,3.3562838824503465,3.133219714773063,2.4998283424453946,2.849282933441167,3.200284156381766,2.6131935382842957,3.077300585630815,2.576552924695691,3.1209565267998576,2.990326430138089,2.479567463639996,3.2849743825431186,2.786201685821809,2.762268299846459,3.0532597344937584,3.281394996241233,2.69516252599837,3.016588985788861,3.1115696762264684,3.17626825735073,3.046955876918757,2.8971355100175615,2.7567275638238744,3.0231161910987097,2.676220344317164,1.8551821498577505,3.1135071001050076,3.2258767903565175,2.155620157075175,2.6971964354361266,3.1584552094792717,3.47069865710846,3.005613871911065,2.788267161479017,2.9496573166126643,3.3308903005557142,2.8137409195991627,2.7657918605089864,2.8631226842862736,2.7158949269033235,3.0328071100513196,3.383637624628822,3.0848498619517466,2.9300692381346156,2.9188218581131142,2.499581564188549,3.2210518439951588,2.978789466549424,2.950334054279816,Normal,GSE33630
22,3.388510666954498,3.593653444320679,3.458073193108024,3.2729359598763272,3.1475811122596156,3.597904285945073,3.3172029692628238,3.0694206182255646,2.950177913415381,3.3774503698615015,3.6648899084939934,3.013286388269911,3.2899705780783854,3.3388994108691588,2.978294109138599,3.117455298422031,2.679516065437111,3.1114421290665693,2.9484669626373288,3.2446732251463,3.2899936363083917,3.570990543119576,3.148844605833937,3.0855426904739685,3.0516464230467477,2.9011566334747707,3.0887735307629587,2.9177941280069764,3.0448647047040973,3.3185187760748516,2.6982598583217894,3.279444230623828,3.3184141170670958,2.9677030085184786,2.2682001092326143,2.8254329521220716,3.314042716308111,2.9938007675524725,2.7006720069799015,2.8565550309543215,3.211157085101997,3.1407950704024006,2.9338750912209983,2.897194603744555,2.889933491585755,2.726043125408658,3.3817074700102285,2.910064742136857,3.296565738503238,3.362045374881878,3.2475426949364117,2.8782485222872305,3.1052749679019604,2.9934400683269966,2.7321491781101,3.0851762973241037,2.639565661264751,3.290058535001748,2.8685038597486345,3.0534136595597356,3.0746650089484366,Normal,GSE33630
23,3.4129304331630763,3.589945432292414,3.418608887823319,3.4884616494400804,3.5136066676154423,3.745390663393411,3.2595424783009523,3.0107811393583925,3.5859415809200326,3.1712234153051773,2.6640958113604745,3.378497365871143,3.00665644742761,2.9753000263791067,3.0871183347597304,3.050632207935512,3.18017614905391,2.877110197140101,3.1325206961083163,2.928025358482632,3.187168461040771,3.157537122245812,2.721775539943996,3.267381958465005,2.8472061796449313,3.2035279887851003,3.0960814998619726,3.427240829061806,2.938248340887188,2.902271356025022,2.99473730626942,2.9155649411420823,3.2016201951625187,2.4791100092048244,2.6824556233030132,2.677687650196322,3.236563241811549,3.4013464945861,2.9714655975148316,2.9535944256219713,3.0188261132754732,3.2843390350392667,2.7244255121778513,3.0630806806623285,3.242266591670254,3.1295536007481206,3.0503924115348062,3.248165787327915,1.9800807251774681,3.172617598509536,2.8112421695648298,2.3934301096748754,3.1320509773269642,3.33062835581391,2.9623319504977146,3.2371524825714446,3.3810642360968957,3.3179366545344346,3.386803608026212,3.1879563421753474,3.020262243425544,Normal,GSE33630
